frame,timestamp_s,fps,2d_neck_alpha,2d_neck_beta,2d_neck_gamma,2d_trunk_alpha,2d_trunk_beta,2d_trunk_gamma,2d_right_shoulder_alpha,2d_right_shoulder_beta,2d_right_shoulder_gamma,2d_right_shoulder_elevation,2d_left_shoulder_alpha,2d_left_shoulder_beta,2d_left_shoulder_gamma,2d_left_shoulder_elevation,2d_right_elbow,2d_left_elbow,2d_right_knee,2d_left_knee,3d_neck_alpha,3d_neck_beta,3d_neck_gamma,3d_trunk_alpha,3d_trunk_beta,3d_trunk_gamma,3d_right_shoulder_alpha,3d_right_shoulder_beta,3d_right_shoulder_gamma,3d_right_shoulder_elevation,3d_left_shoulder_alpha,3d_left_shoulder_beta,3d_left_shoulder_gamma,3d_left_shoulder_elevation,3d_right_elbow,3d_left_elbow,3d_right_knee,3d_left_knee
470,31.333333,15,0.0000,0.0000,-2.1438,0.0000,0.0000,1.6482,0.0000,0.0000,3.9246,-1.6073,0.0000,0.0000,0.1768,1.6407,7.1134,0.4528,1.9738,1.5632,7.5312,3.7639,17.9363,3.8942,-1.5281,-18.9632,-17.6227,3.4358,-0.8801,4.0646,18.0596,10.3773,3.2734,-3.7614,10.0690,13.9403,0.0000,0.0000
471,31.400000,15,0.0000,0.0000,-2.0907,0.0000,0.0000,1.6948,0.0000,0.0000,3.9043,-1.6699,0.0000,0.0000,0.1828,1.6781,7.0294,3.1025,0.1106,1.6070,-2.8806,1.3898,27.4792,3.4917,-1.5839,-16.7468,-14.3034,2.9210,-0.8816,2.8982,25.8977,10.5092,3.6516,-3.7148,7.9120,21.4295,0.0000,0.0000
472,31.466667,15,0.0000,0.0000,-2.1498,0.0000,0.0000,1.6550,0.0000,0.0000,3.9019,-1.5998,0.0000,0.0000,0.1851,1.6309,7.0723,0.4394,1.9995,1.6198,-12.0729,2.9964,14.6051,-2.0599,-1.6750,-21.0424,-15.6781,4.5574,-0.8106,3.8062,28.6204,10.6466,3.8725,-3.6321,16.8487,10.2611,0.0000,0.0000
473,31.533333,15,0.0000,0.0000,-2.1021,0.0000,0.0000,1.7019,0.0000,0.0000,3.8988,-1.6318,0.0000,0.0000,0.1988,1.6750,7.0976,0.4411,1.8043,1.7255,-14.2929,5.5861,19.4183,-0.9599,-1.6953,-25.2764,-19.0513,5.8840,-0.4429,3.9921,35.2471,10.5507,-355.7784,-5.9049,12.1212,10.2207,0.0000,0.0000
474,31.600000,15,0.0000,0.0000,-3.7451,0.0000,0.0000,0.0618,0.0000,0.0000,3.8824,-0.0045,0.0000,0.0000,0.1763,0.0437,7.0218,0.4026,0.1811,1.6128,-13.8933,9.5679,17.1824,-0.6026,-0.1183,-29.5769,-25.5565,9.2175,0.8215,10.2133,33.3534,12.3057,4.1282,-6.3079,9.9970,10.2622,0.0000,0.0000
475,31.666667,15,0.0000,0.0000,-2.1688,0.0000,0.0000,1.6520,0.0000,0.0000,3.9001,-1.5925,0.0000,0.0000,0.2222,1.6066,7.0752,0.4331,0.2203,1.5830,-6.1023,5.6791,7.9326,0.8695,-1.6060,-25.2743,-23.0008,5.8328,-0.5379,4.4600,31.7832,11.0014,4.0956,-5.7230,1.1105,8.1032,0.0000,0.0000
476,31.733333,15,0.0000,0.0000,-3.7546,0.0000,0.0000,0.0540,0.0000,0.0000,3.8997,-0.0080,0.0000,0.0000,0.2063,0.0314,7.0617,0.4446,0.0374,1.5470,-12.2857,5.4750,13.9636,0.5995,-0.0737,-23.1340,-16.5435,6.5935,0.0157,4.5243,34.0130,12.3920,-355.8437,-7.3195,12.0912,5.6665,0.0000,0.0000
477,31.800000,15,0.0000,0.0000,-3.7299,0.0000,0.0000,0.0585,0.0000,0.0000,3.8520,0.0138,0.0000,0.0000,0.2113,0.0243,7.0189,0.4164,0.0807,1.6538,-13.8947,6.7652,28.3815,-0.5964,-0.1149,-25.2750,-18.4709,7.2949,0.2129,5.6148,33.1210,12.3032,-355.8633,-7.4329,8.2353,10.0004,0.0000,0.0000
478,31.866667,15,0.0000,0.0000,-3.7565,0.0000,0.0000,0.0564,0.0000,0.0000,3.8483,0.0010,0.0000,0.0000,0.2066,0.0216,6.9709,0.4269,0.2211,1.6295,-0.5221,12.9560,9.6401,2.3793,-0.0205,-38.0433,-29.7834,13.9984,1.9893,7.5145,46.3357,8.7513,3.4980,-11.1707,1.6598,8.1932,0.0000,0.0000
479,31.933333,15,0.0000,0.0000,-3.7467,0.0000,0.0000,0.0583,0.0000,0.0000,3.8799,0.0056,0.0000,0.0000,0.2116,0.0212,7.0659,0.4083,0.1828,1.6500,-16.7581,5.2835,21.9133,-3.5128,-0.2037,-23.1610,-23.6804,6.1565,-0.2518,8.5543,21.8502,12.3392,3.8692,-3.8016,9.7891,14.6790,0.0000,0.0000
480,32.000000,15,0.0000,0.0000,-2.0693,0.0000,0.0000,1.7124,0.0000,0.0000,3.8648,-1.6728,0.0000,0.0000,0.2194,1.6769,6.9759,0.4516,1.8509,1.5985,1.8013,12.0203,-1.9397,5.1145,-1.5602,-40.3823,-20.5151,11.4893,0.8806,5.2095,46.6784,6.7442,3.8796,-9.8145,3.2918,5.6467,0.0000,0.0000
481,32.066667,15,0.0000,0.0000,-2.1626,0.0000,0.0000,1.6470,0.0000,0.0000,3.8845,-1.5968,0.0000,0.0000,0.2027,1.6269,7.0493,0.4533,2.0458,1.5893,-4.6391,10.1277,12.6770,2.3649,-1.5652,-33.8757,-21.3805,9.3305,0.5001,4.7466,48.1786,7.7184,4.0884,-9.0071,5.5075,8.1129,0.0000,0.0000
482,32.133333,15,0.0000,0.0000,-3.7557,0.0000,0.0000,0.0566,0.0000,0.0000,3.8816,-0.0063,0.0000,0.0000,2.9882,0.0344,7.0430,5.8810,0.0502,1.7035,1.9947,12.5441,15.1144,5.1156,0.0650,-38.1212,-24.5727,13.0609,1.5034,7.7569,44.1123,7.0319,3.7076,-10.1370,5.7382,4.1063,0.0000,0.0000
483,32.200000,15,0.0000,0.0000,-3.7354,0.0000,0.0000,0.0698,0.0000,0.0000,3.8477,0.0099,0.0000,0.0000,2.9922,0.0133,7.0315,5.8339,0.0106,1.5915,-4.8972,8.1115,10.5011,2.0740,-0.0433,-27.4550,-22.2741,8.1402,0.4793,7.4985,30.4964,10.1136,-355.8603,-7.1342,1.1561,19.3581,0.0000,0.0000
484,32.266667,15,0.0000,0.0000,-3.7459,0.0000,0.0000,0.0637,0.0000,0.0000,3.8955,-0.0363,0.0000,0.0000,0.2116,0.0445,9.6469,0.4642,0.1766,1.5757,-13.2798,1.4931,10.2430,-3.5115,-0.2088,-17.0275,-18.5219,3.8837,-1.0323,6.7086,15.9502,10.6444,3.0762,-1.2959,13.7273,19.1356,0.0000,0.0000
485,32.333333,15,0.0000,0.0000,-3.7584,0.0000,0.0000,0.0508,0.0000,0.0000,3.8269,0.0059,0.0000,0.0000,0.2482,0.0161,6.9455,0.4813,0.0431,1.6930,-7.7695,6.9350,3.9093,-0.9111,-0.1171,-25.2766,-27.3488,7.0869,0.1317,8.6340,29.8552,12.4643,4.1063,-5.2000,1.2535,8.2222,0.0000,0.0000
486,32.400000,15,0.0000,0.0000,-3.7243,0.0000,0.0000,0.0579,0.0000,0.0000,3.8151,0.0093,0.0000,0.0000,0.2541,0.0146,9.5774,0.4661,0.0096,1.5532,-17.8576,6.6902,16.2659,-3.3626,-0.1990,-25.2750,-35.0281,7.1299,0.0222,12.0893,16.6984,13.0003,3.9656,-2.6101,1.8923,18.2307,0.0000,0.0000
487,32.466667,15,0.0000,0.0000,-3.7138,0.0000,0.0000,0.0593,0.0000,0.0000,3.8716,0.0131,0.0000,0.0000,3.0009,0.0172,9.7125,5.8539,0.1851,1.6342,-12.5655,17.5186,7.4725,-0.5438,-0.1142,-42.1101,-22.8461,14.3318,2.5492,5.6108,47.5068,4.4545,2.9771,-14.6626,9.4735,2.6488,0.0000,0.0000
488,32.533333,15,0.0000,0.0000,-3.7346,0.0000,0.0000,0.0494,0.0000,0.0000,3.8314,-0.0024,0.0000,0.0000,0.2322,0.0116,9.4626,0.4725,0.1877,1.5891,-13.4459,2.8762,8.5884,-3.5064,-0.1952,-19.2055,-27.9647,3.7407,-1.1519,10.3858,16.0800,11.2882,3.3202,-0.1822,9.6809,16.8610,0.0000,0.0000
489,32.600000,15,0.0000,0.0000,-3.7499,0.0000,0.0000,0.0452,0.0000,0.0000,3.8699,-0.0105,0.0000,0.0000,2.9944,0.0211,9.6159,5.8988,0.2474,1.5822,-10.6248,9.4151,8.9148,-0.5475,-0.1007,-29.5157,-19.7269,8.9383,0.7430,4.1947,33.4012,9.6052,4.1277,-10.5310,13.7613,16.6094,0.0000,0.0000
490,32.666667,15,0.0000,0.0000,-3.7621,0.0000,0.0000,0.0499,0.0000,0.0000,3.8439,0.0235,0.0000,0.0000,3.0015,0.0009,9.6601,5.8673,0.1633,1.6138,-10.0495,4.4129,25.5995,-1.9717,-0.1490,-21.1337,-29.9609,4.7893,-0.7150,7.0491,15.0550,9.1691,3.5460,-3.9540,2.3627,23.6580,0.0000,0.0000
491,32.733333,15,0.0000,0.0000,-3.7512,0.0000,0.0000,0.0523,0.0000,0.0000,3.8732,0.0050,0.0000,0.0000,0.2294,0.0239,9.6681,0.4680,0.1640,1.5784,-9.7374,1.8776,35.5568,-1.9647,-0.1509,-16.8751,-11.0132,5.2532,-0.4762,1.2280,25.5328,11.5796,3.7040,-6.2962,17.5971,10.5406,0.0000,0.0000
492,32.800000,15,0.0000,0.0000,-2.1017,0.0000,0.0000,1.6972,0.0000,0.0000,3.8651,-1.6359,0.0000,0.0000,2.9938,1.6644,7.0365,5.8640,0.1750,1.5877,-13.1545,18.8845,-4.4028,-0.9631,-1.6913,-45.7454,-32.2426,17.2385,3.0103,10.1864,46.3317,2.2646,3.1247,-11.9743,3.3346,2.8097,0.0000,0.0000
493,32.866667,15,0.0000,0.0000,-2.1215,0.0000,0.0000,1.6584,0.0000,0.0000,3.8548,-1.6218,0.0000,0.0000,0.2111,1.6382,9.6127,0.4648,2.0466,1.5895,-9.2084,10.6168,20.7336,2.3002,-1.5780,-33.8717,-21.4513,9.2848,0.4961,5.8612,43.7375,8.6997,4.1034,-8.2501,4.9581,0.9063,0.0000,0.0000
494,32.933333,15,0.0000,0.0000,-3.6950,0.0000,0.0000,0.0703,0.0000,0.0000,3.8420,-0.0058,0.0000,0.0000,0.2360,0.0424,9.4930,0.4752,0.1506,1.6928,-10.5778,5.5975,5.5949,-0.5514,-0.1251,-23.2697,-26.3485,6.0820,-0.1912,8.6336,27.4744,12.4369,4.0254,-4.1360,5.2808,10.4856,0.0000,0.0000
495,33.000000,15,0.0000,0.0000,-3.7355,0.0000,0.0000,0.0642,0.0000,0.0000,3.8628,-0.0006,0.0000,0.0000,2.9879,0.0355,9.6612,5.8658,2.0368,1.6297,-23.0076,8.1077,18.7323,-3.9788,-0.2238,-27.2479,-30.8778,8.1678,0.4791,13.9359,24.2740,10.1291,-355.8512,-2.4269,4.9949,12.1794,0.0000,0.0000
496,33.066667,15,0.0000,0.0000,-3.7271,0.0000,0.0000,0.0683,0.0000,0.0000,3.8576,-0.0228,0.0000,0.0000,0.5371,0.0327,6.9682,0.6383,0.1799,1.6121,-5.6528,2.4738,19.3893,0.8718,-0.0792,-16.9378,-16.9721,4.0308,-0.6342,5.9534,22.8301,11.2785,3.6430,-3.2385,3.3890,14.8763,0.0000,0.0000
497,33.133333,15,0.0000,0.0000,-3.7025,0.0000,0.0000,0.0649,0.0000,0.0000,3.8914,-0.0232,0.0000,0.0000,0.2254,0.0390,9.6590,0.4627,0.0484,1.5869,7.9445,7.9923,25.7309,5.3732,0.0647,-27.4862,-16.1857,8.0902,0.4476,5.1724,41.5102,11.9761,4.1239,-8.7858,7.1907,1.1585,0.0000,0.0000
498,33.200000,15,0.0000,0.0000,-3.7615,0.0000,0.0000,0.0658,0.0000,0.0000,3.8751,-0.0270,0.0000,0.0000,0.4967,0.0409,9.6333,0.6001,0.1651,1.5379,-11.8576,4.1493,49.8779,0.9247,-0.0754,-20.9628,-15.4995,5.8351,-0.1709,5.8757,23.1325,12.0083,3.8460,-5.2318,15.6920,19.3001,0.0000,0.0000
499,33.266667,15,0.0000,0.0000,-3.7373,0.0000,0.0000,0.0711,0.0000,0.0000,3.8738,-0.0121,0.0000,0.0000,0.2451,0.0260,9.6468,0.4594,0.1321,1.5383,-13.5047,6.7812,31.2598,-0.5533,-0.1261,-25.2748,-24.1776,7.1343,0.1577,7.0738,37.8580,11.9279,-355.8192,-6.3273,2.5373,3.4564,0.0000,0.0000
500,33.333333,15,0.0000,0.0000,-3.6972,0.0000,0.0000,0.0579,0.0000,0.0000,3.8165,0.0519,0.0000,0.0000,3.0311,-0.0129,9.5052,5.8719,0.1692,1.5343,0.9497,1.6549,33.6666,3.6857,0.0182,-12.9281,-15.3846,2.6992,-0.6710,6.5847,15.3879,7.0806,3.2007,-2.2489,9.6233,23.7108,0.0000,0.0000
501,33.400000,15,0.0000,0.0000,-2.0998,0.0000,0.0000,1.6663,0.0000,0.0000,3.8382,-1.6015,0.0000,0.0000,0.2247,1.6235,9.4678,0.4570,0.1894,1.6502,-8.9910,4.3256,29.6059,0.8718,-1.6203,-23.1054,-22.2396,4.7984,-0.8012,4.4520,28.9070,11.0104,3.9512,-4.6724,11.7879,12.6056,0.0000,0.0000
502,33.466667,15,0.0000,0.0000,-3.7099,0.0000,0.0000,0.0746,0.0000,0.0000,3.8173,0.0015,0.0000,0.0000,2.9922,0.0233,9.6020,5.8546,0.1937,1.5220,-8.5929,3.2644,55.8983,0.9273,-0.0839,-19.0498,-23.3864,4.1664,-0.6491,5.9727,15.2249,8.7291,3.4677,-4.2796,0.1424,23.5576,0.0000,0.0000
503,33.533333,15,0.0000,0.0000,-3.6783,0.0000,0.0000,0.0759,0.0000,0.0000,3.8771,-0.0143,0.0000,0.0000,2.9921,0.0400,9.6723,5.8681,0.0728,1.5364,-4.0969,6.9369,40.6644,3.6845,0.0007,-25.2742,-22.7170,7.2233,0.2283,6.5193,31.8481,10.0520,4.1271,-6.9611,2.5693,14.5584,0.0000,0.0000
504,33.600000,15,0.0000,0.0000,-3.6995,0.0000,0.0000,0.0698,0.0000,0.0000,3.8612,0.0039,0.0000,0.0000,2.9965,0.0203,6.9943,5.8550,0.1337,1.5419,-2.8509,-1.0940,47.7669,2.4268,-0.0327,-9.2379,-17.7950,0.4464,-1.3038,6.2813,14.3726,5.6404,2.7554,-0.3896,1.5960,22.6588,0.0000,0.0000
505,33.666667,15,0.0000,0.0000,-3.6944,0.0000,0.0000,0.0733,0.0000,0.0000,1.2348,0.0047,0.0000,0.0000,0.2354,0.0245,4.3549,0.4568,0.1638,1.5674,-16.0722,1.0981,44.4276,-2.0231,-0.1734,-17.0583,-36.2425,-0.3821,-1.9026,6.9153,14.7616,10.6491,3.1062,-1.7019,22.6733,19.2044,0.0000,0.0000
506,33.733333,15,0.0000,0.0000,-3.7306,0.0000,0.0000,0.0682,0.0000,0.0000,3.8552,-0.0131,0.0000,0.0000,2.9753,0.0382,9.6024,5.8569,0.1799,1.5500,-11.1013,-0.7251,68.1079,-0.6139,-0.1255,-13.0728,-19.7321,1.7820,-1.3859,5.6631,11.2382,6.1670,2.5743,-0.9799,2.5163,23.7056,0.0000,0.0000
507,33.800000,15,0.0000,0.0000,-3.6881,0.0000,0.0000,0.0770,0.0000,0.0000,3.8272,0.0210,0.0000,0.0000,2.9956,0.0196,9.6237,5.8400,0.1731,1.5647,-3.4236,0.5821,58.3072,2.3843,-0.0411,-12.7118,-7.9446,4.4384,-0.3350,2.2368,24.6925,8.5426,3.6316,-5.2978,11.6664,15.1101,0.0000,0.0000
508,33.866667,15,0.0000,0.0000,-3.7122,0.0000,0.0000,0.0781,0.0000,0.0000,3.8483,0.0222,0.0000,0.0000,0.2586,0.0133,7.0256,0.4636,0.1355,1.5305,-9.5280,-1.9579,51.5123,2.3638,-0.0428,-10.6224,-4.2634,4.9779,-0.1707,2.2155,23.9477,10.8803,3.5047,-4.3593,14.0264,14.9869,0.0000,0.0000
509,33.933333,15,0.0000,0.0000,1.3680,0.0000,0.0000,1.6253,0.0000,0.0000,3.8737,-1.5641,0.0000,0.0000,0.2472,1.5624,9.5173,0.4605,0.1892,1.5808,-23.0903,-3.9137,41.9098,-4.8398,-1.7882,-17.0718,-22.8674,1.8807,-2.1204,4.8635,17.5363,9.2115,2.7162,0.2181,13.8716,14.9825,0.0000,0.0000
510,34.000000,15,0.0000,0.0000,-3.7416,0.0000,0.0000,0.0673,0.0000,0.0000,3.8837,-0.0102,0.0000,0.0000,0.2585,0.0216,6.9996,0.4682,0.0564,1.5129,-12.8061,-1.0319,55.9113,-0.6086,-0.1243,-13.0796,-16.9040,2.4178,-1.1661,5.6693,13.3155,9.2731,2.7170,-1.0002,2.9690,19.3146,0.0000,0.0000
511,34.066667,15,0.0000,0.0000,-3.7501,0.0000,0.0000,0.0520,0.0000,0.0000,3.9058,0.0008,0.0000,0.0000,2.9935,0.0183,9.7046,5.8874,0.0960,1.6214,-4.9055,1.5526,48.6073,2.3867,-0.0164,-14.9824,-17.5407,3.1771,-0.7367,5.1621,22.0853,8.5163,3.5754,-3.5388,9.4579,17.6517,0.0000,0.0000
512,34.133333,15,0.0000,0.0000,-3.7700,0.0000,0.0000,0.0530,0.0000,0.0000,3.8481,0.0217,0.0000,0.0000,0.2469,0.0050,9.6178,0.4619,0.0768,0.6122,-9.3259,-1.7453,62.1080,0.8744,-0.0646,-10.7996,-5.8043,4.5870,-0.3520,2.4468,27.7695,11.5497,3.7365,-3.2645,13.8383,4.1820,0.0000,0.0000
513,34.200000,15,0.0000,0.0000,-3.7193,0.0000,0.0000,0.0670,0.0000,0.0000,3.8799,-0.0034,0.0000,0.0000,0.2581,0.0136,7.0180,0.4493,0.1407,1.5775,-16.5150,6.6980,38.6370,-0.5502,-0.1223,-25.2733,-29.5230,7.1625,0.1186,10.1035,27.6497,12.6292,4.0866,-4.1639,0.4498,10.4778,0.0000,0.0000
514,34.266667,15,0.0000,0.0000,-2.1437,0.0000,0.0000,1.6589,0.0000,0.0000,3.8881,-1.6049,0.0000,0.0000,0.2106,1.6269,7.0489,0.4482,0.1558,1.7001,-15.4756,-2.7481,50.7018,-2.0181,-1.6784,-12.9213,-6.4343,3.6811,-0.7120,-0.2572,20.3686,8.8074,2.8020,-2.5014,10.3154,18.0121,0.0000,0.0000
515,34.333333,15,0.0000,0.0000,-3.6998,0.0000,0.0000,0.0750,0.0000,0.0000,3.8388,0.0083,0.0000,0.0000,0.2469,0.0230,9.5074,0.4462,0.1437,1.6217,-16.0482,0.9275,44.2455,-0.5524,-0.1300,-16.8082,-9.5671,5.4460,-0.3290,2.9329,26.9135,11.8022,3.8110,-5.2039,16.0177,12.6012,0.0000,0.0000
516,34.400000,15,0.0000,0.0000,-3.7599,0.0000,0.0000,0.0619,0.0000,0.0000,3.8491,-0.0023,0.0000,0.0000,2.9862,0.0245,9.6154,5.8588,0.1124,1.6400,-8.5936,3.2588,41.3029,0.9287,-0.0715,-18.9619,-17.6331,4.7873,-0.4412,3.4957,28.8793,9.5585,3.9788,-6.2884,11.6491,9.7660,0.0000,0.0000
517,34.466667,15,0.0000,0.0000,-3.6901,0.0000,0.0000,0.0740,0.0000,0.0000,3.8459,-0.0022,0.0000,0.0000,2.9987,0.0281,6.9707,5.8496,0.1381,1.5801,-8.6224,4.3968,42.8520,2.4290,-0.0367,-21.0439,-22.5714,5.2466,-0.2815,6.2759,19.4299,9.5515,3.7878,-5.2909,1.0811,23.6456,0.0000,0.0000
518,34.533333,15,0.0000,0.0000,-3.7058,0.0000,0.0000,0.0643,0.0000,0.0000,3.8978,-0.0120,0.0000,0.0000,0.2398,0.0430,7.0352,0.4610,0.1370,1.6247,-13.4412,10.8777,23.4895,-0.5510,-0.1194,-31.6946,-28.7382,10.5190,1.2184,8.6275,33.6998,12.1971,4.1145,-8.4943,1.2092,10.0179,0.0000,0.0000
519,34.600000,15,0.0000,0.0000,-3.7212,0.0000,0.0000,0.0602,0.0000,0.0000,3.8529,0.0002,0.0000,0.0000,2.9912,0.0301,9.5189,5.8659,0.1716,1.6499,-11.6433,9.4039,21.8203,-0.4436,-0.1122,-29.4801,-38.0650,10.2189,0.9433,10.1161,27.9515,10.3036,-355.8012,-6.3304,3.3836,9.7693,0.0000,0.0000
520,34.666667,15,0.0000,0.0000,-3.6983,0.0000,0.0000,0.0695,0.0000,0.0000,3.8425,-0.0006,0.0000,0.0000,0.2157,0.0357,9.6337,0.4230,0.1933,1.7109,-3.3172,10.1558,21.0561,0.9901,-0.0768,-31.6498,-29.7850,10.6165,1.1579,7.3522,32.4684,12.6035,-355.8561,-9.1168,0.2783,10.2563,0.0000,0.0000
521,34.733333,15,0.0000,0.0000,-3.6904,0.0000,0.0000,0.0743,0.0000,0.0000,3.8600,-0.0100,0.0000,0.0000,0.2093,0.0384,9.6286,0.4327,3.2530,1.7227,-13.5196,6.7453,35.3870,-2.0203,-0.1743,-25.2761,-22.8595,7.1435,0.1451,6.9010,33.9490,12.0871,-355.8546,-6.3653,11.5913,1.0700,0.0000,0.0000
522,34.800000,15,0.0000,0.0000,-3.7071,0.0000,0.0000,0.0568,0.0000,0.0000,3.8637,-0.0164,0.0000,0.0000,2.9922,0.0346,6.9721,5.8757,0.1512,1.6698,-11.9739,8.1290,23.3898,-0.6136,-0.1140,-27.4334,-24.9667,8.1448,0.4823,7.1659,27.8036,10.1110,-355.8550,-7.3645,1.0865,19.3750,0.0000,0.0000
523,34.866667,15,0.0000,0.0000,-3.6905,0.0000,0.0000,0.0740,0.0000,0.0000,3.8868,-0.0245,0.0000,0.0000,2.9758,0.0609,7.0291,5.8761,0.2270,1.5994,-10.9917,6.7881,39.0156,2.0768,-0.0474,-25.2783,-18.7911,7.2545,0.2286,7.4659,27.6129,10.1300,4.0907,-6.1399,9.6934,17.1134,0.0000,0.0000
524,34.933333,15,0.0000,0.0000,-3.7441,0.0000,0.0000,0.0667,0.0000,0.0000,3.8784,-0.0457,0.0000,0.0000,2.9587,0.0595,9.4969,5.8792,0.0768,1.6500,-7.5999,10.5698,27.3291,2.1398,-0.0383,-31.7866,-26.1146,10.3171,1.0341,6.1734,45.5403,7.7434,3.8781,-9.7325,9.7022,9.9063,0.0000,0.0000
525,35.000000,15,0.0000,0.0000,-2.0564,0.0000,0.0000,1.6703,0.0000,0.0000,3.9289,-1.6514,0.0000,0.0000,2.9643,1.6500,7.0469,5.8524,2.0157,1.7366,-22.3359,-0.8160,27.1177,-2.0961,-1.6911,-16.8703,-14.0259,3.1972,-1.1617,3.7665,28.6123,7.6200,3.7683,-1.2007,12.1959,9.5918,0.0000,0.0000
