frame,time_qtm_s,time_rs_s,torso_alpha_deg,torso_beta_deg,torso_gamma_deg,neck_alpha_deg,neck_beta_deg,neck_gamma_deg,shoulderR_alpha_deg,shoulderR_beta_deg,shoulderR_gamma_deg,elbowR_deg
1907,19.06,44.687,-1.848583687081,2.47068923899993,-179.730967583975,128.763424090442,-0.218753073950768,-1.77855432466797,5.3412041491353,7.15447873505896,-34.8071141695847,161.197699168409
1908,19.07,44.697,-1.70648345021569,2.48171251948935,-179.733080637292,129.142607215878,-0.307653230183522,-1.62430768957172,5.42877877468,7.16220395069521,-34.8203047413984,161.250771227284
1909,19.08,44.707,-1.56360834841931,2.46929994526747,-179.738550681301,129.503901334668,-0.304114425978082,-1.65437420491989,5.51226441305768,7.1527465306512,-34.7995810028084,161.297398236458
1910,19.09,44.717,-1.39226823421879,2.46985604553376,-179.750890913196,129.82813789542,-0.345821953458664,-1.55602887921633,5.62464476819509,7.14589631791981,-34.7850930826675,161.348160638428
1911,19.1,44.727,-1.24621466580156,2.4766838825459,-179.736243765737,130.1428714081,-0.423636725903863,-1.47351217324838,5.70048224222816,7.16145881969718,-34.7786296915651,161.380251860335
1912,19.11,44.737,-1.10029345754285,2.48922173688584,-179.729394165545,130.471876203623,-0.457722611308733,-1.51408617644195,5.76793740290643,7.17689907248118,-34.7950588602402,161.427132018565
1913,19.12,44.747,-0.957083618779216,2.49221448370391,-179.725952874854,130.760948087343,-0.547891050661817,-1.402542874348,5.84599039989393,7.18528550020537,-34.8795011334115,161.434452539784
1914,19.13,44.757,-0.826265215411673,2.49586106187266,-179.722805267054,131.050543213081,-0.631459591768935,-1.23521649499296,5.91495621351966,7.18939457733339,-34.8721836467224,161.453947853519
1915,19.14,44.767,-0.698947923326546,2.49769665057764,-179.730601259052,131.435704234661,-0.616308421333839,-1.37933055214599,5.98163873893032,7.19449392232413,-34.9023991204887,161.478332638263
1916,19.15,44.777,-0.555862287695294,2.51002847759978,-179.701984996813,131.712973206794,-0.683019007580742,-1.26405160456223,6.04291997735829,7.21124160960228,-34.9781948779187,161.514167983656
1917,19.16,44.787,-0.417413761008534,2.50038832290497,-179.688354852192,131.981653353875,-0.705260471303284,-1.1036459153138,6.12298122664211,7.21183683844743,-34.9000614859762,161.523114425545
1918,19.17,44.797,-0.291683793119483,2.48435138487759,-179.66342367824,132.243158533335,-0.706340064066045,-1.00589076402023,6.16793888194289,7.20617679772649,-34.9283978005334,161.559804687795
1919,19.18,44.807,-0.147157810949411,2.47613506494293,-179.673523196175,132.532419605832,-0.702290788870859,-1.02680480602153,6.28524218952987,7.21142102205916,-34.8636793800533,161.531265223417
1920,19.19,44.817,-0.00887825488119474,2.4685561811134,-179.64533331082,132.798524543057,-0.695590987911509,-0.99750445092456,6.36220126262296,7.22045369467757,-34.9355265874164,161.564236180085
1921,19.2,44.827,0.115479856063912,2.48359592819889,-179.657575502091,133.075409329431,-0.695514526652063,-0.985162191551798,6.44174624853496,7.24820962170239,-34.8617154949013,161.585858994181
1922,19.21,44.837,0.220224205408987,2.47494220384338,-179.627781192397,133.370799985213,-0.698114622746162,-0.965594234493261,6.48793470859278,7.24896709353524,-34.8655893021199,161.606416007811
1923,19.22,44.847,0.340178316462994,2.47199913947864,-179.62624865112,133.656777963535,-0.725801734039768,-0.881714188968246,6.562741635089,7.25835277722005,-34.8347474054963,161.61722044873
1924,19.23,44.857,0.441127792492118,2.47800822877873,-179.606825753675,133.926835774709,-0.74626320422778,-0.806358110696802,6.63350991282375,7.28759149360567,-34.8194792540818,161.621359990566
1925,19.24,44.867,0.554529754808923,2.46439426125394,-179.57824872869,134.198504920145,-0.742250137370999,-0.762127568352116,6.69413214510831,7.28491196120452,-34.7986828603107,161.67120245387
1926,19.25,44.877,0.673581655796484,2.4670713775521,-179.565452541142,134.419266149535,-0.724235562491265,-0.681715728612125,6.77744278728448,7.29313851731483,-34.84821780279,161.708127971531
1927,19.26,44.887,0.781361225117616,2.4566252106614,-179.521019411338,134.684569934708,-0.728793725723308,-0.686068233225791,6.83166537876453,7.2883814102558,-34.9382930580106,161.756147912045
1928,19.27,44.897,0.859950256030832,2.45153970853804,-179.509437566419,134.92173532912,-0.756650101814896,-0.59301564128236,6.88507221602324,7.30913074283657,-34.9183681191448,161.765964859849
1929,19.28,44.907,0.952114655746458,2.45644777177672,-179.473941153518,135.131344712802,-0.787216418929617,-0.474542911787625,6.91943371480954,7.31815907089049,-34.9811830643256,161.824978589302
1930,19.29,44.917,1.02565889353053,2.44689417835998,-179.447788189039,135.394355403549,-0.766784149786034,-0.429858548510546,6.96224140813149,7.32190366037169,-34.9956961845147,161.851598065126
1931,19.3,44.927,1.10730721052331,2.4442526388055,-179.406735522434,135.620192911614,-0.772945735213862,-0.392987874440944,6.99458860334986,7.3185374743224,-34.9724643029526,161.881835684554
1932,19.31,44.937,1.22134599424785,2.43128513064911,-179.386886195437,135.810281049878,-0.757592019279497,-0.359969275096301,7.08406294944379,7.31233250549283,-35.0041440715326,161.922194073564
1933,19.32,44.947,1.29521028602149,2.39544563630465,-179.35305090735,136.039605362239,-0.736174446612456,-0.303856257853282,7.12240627280978,7.29059537967493,-34.9527750687143,161.954548285503
1934,19.33,44.957,1.37853788166489,2.39258223168703,-179.329768991987,136.200746639236,-0.759980845699294,-0.208766461215233,7.18647673238347,7.30392246596046,-34.9329924848746,161.981292666143
1935,19.34,44.967,1.44198251359422,2.3858404832213,-179.288521399514,136.375162102168,-0.764836213783984,-0.0739053550236281,7.21440455937236,7.29090252980379,-34.8757083728002,162.026888196549
1936,19.35,44.977,1.5248553684197,2.38259248832103,-179.26790734701,136.527374733665,-0.756880456010711,-0.0271655815849536,7.27276355478575,7.28802073455664,-34.8270528748049,162.064014950582
1937,19.36,44.987,1.62122226623972,2.37529938957428,-179.233339451371,136.701889904631,-0.729110531736304,-0.0319179805932563,7.35962524666191,7.2960055925683,-34.795540608325,162.062796529677
1938,19.37,44.997,1.68010365022376,2.37303634235865,-179.180500504084,136.932989892481,-0.699643264157137,-0.0814967366266741,7.38042209390225,7.29115638141259,-34.757053975531,162.105847631046
1939,19.38,45.007,1.71545611680315,2.36473854513425,-179.169246838968,137.124802917858,-0.666893029463953,-0.0553147744765103,7.40521138334447,7.29455988154868,-34.7365910530927,162.115609022519
1940,19.39,45.017,1.7608912919395,2.3560997414885,-179.132350912661,137.334206581407,-0.630116406666854,-0.114332885911691,7.43606892744344,7.28271432261182,-34.760028491611,162.136454544115
1941,19.4,45.027,1.77846474731767,2.35522197660978,-179.097435782072,137.506046663151,-0.637003067230786,-0.0371795215915108,7.43834265378589,7.29064690035126,-34.6953122098778,162.151832962224
1942,19.41,45.037,1.8330005115192,2.34688831023558,-179.07024173106,137.635032752148,-0.62344683620728,0.00574628322131098,7.49002697909061,7.29476936662407,-34.7129068725036,162.15318525787
1943,19.42,45.047,1.88731641412274,2.33850010591346,-179.039708694834,137.798484945502,-0.606705618800097,0.0225735234457468,7.54337127196224,7.29091350240273,-34.6897070481156,162.182435039391
1944,19.43,45.057,1.91899796424442,2.31630057168155,-179.011071346935,137.975546861782,-0.559913417723695,0.0447053299634606,7.58079247826852,7.2677424396849,-34.6376760971837,162.1759742649
1945,19.44,45.067,1.95534357747695,2.32228452043374,-178.987919131227,138.131380257428,-0.563959366216455,0.116620576378781,7.62702343940959,7.28697234210631,-34.617153623308,162.188599261769
1946,19.45,45.077,1.98479506804637,2.31528917233869,-178.942885188155,138.300683293179,-0.557095889963456,0.174286009215874,7.65758855650207,7.27394041629047,-34.5535379057076,162.204428286403
1947,19.46,45.087,2.00896704809661,2.30796677295514,-178.922405293353,138.491751945385,-0.535818614338964,0.176573255564048,7.69968478832238,7.28447816687412,-34.4942632679236,162.204413483779
1948,19.47,45.097,2.03262272639319,2.29561607370137,-178.895007532028,138.655476032836,-0.506991554387335,0.30264111341682,7.75067068017598,7.28296437599111,-34.480854767906,162.197431708987
1949,19.48,45.107,2.06524326138415,2.29990207386939,-178.879438856864,138.793376846137,-0.503760329662739,0.361715367377398,7.79770082746982,7.2920960683203,-34.4270760429685,162.224728544876
1950,19.49,45.117,2.08779742786732,2.30428130570782,-178.861261982746,138.950067282841,-0.482205217012436,0.409465400206683,7.84739544630139,7.30648507764322,-34.3867371198731,162.241625870251
1951,19.5,45.127,2.10135133636122,2.29100096077596,-178.832439797626,139.138037346078,-0.408681878137458,0.339569081448806,7.85694623766344,7.29062187248807,-34.3893918859527,162.301159267552
1952,19.51,45.137,2.1165825315597,2.29091117370462,-178.831112680768,139.26454678241,-0.401799361808897,0.439632231488549,7.89686490828247,7.29175638467433,-34.3365758568492,162.329632038926
1953,19.52,45.147,2.14898431845832,2.29485376071506,-178.816992154427,139.39369625926,-0.373810576983337,0.434745902475016,7.9474298706534,7.30310799899975,-34.321153738959,162.341917434197
1954,19.53,45.157,2.17496329612288,2.27928261069233,-178.812041931276,139.497807174527,-0.3516571324207,0.529645227523608,8.00678396640426,7.30051453779496,-34.3054863621586,162.3441957925
1955,19.54,45.167,2.19870497552049,2.27125887612073,-178.775962559455,139.588931534328,-0.333946972615462,0.56956026262919,8.02123953095408,7.28258349984062,-34.3088840076566,162.411685418372
1956,19.55,45.177,2.22129225261269,2.26058826689509,-178.763198404351,139.660930845278,-0.309505695744456,0.531432076207892,8.05745387842168,7.28302397813107,-34.3526150251529,162.42194767267
1957,19.56,45.187,2.24114771982444,2.23755724774779,-178.745252465751,139.7164460916,-0.280969278022606,0.582494376910415,8.08772265133394,7.26483484920469,-34.3341353654712,162.442786817305
1958,19.57,45.197,2.27631221630081,2.23012039256855,-178.709801364191,139.750127057478,-0.289225082356996,0.569158458568009,8.10332996488222,7.26010741262632,-34.3856345755118,162.498323413661
1959,19.58,45.207,2.29994736304556,2.22575457182866,-178.70205554199,139.78991291589,-0.269850953165851,0.523243714030402,8.14651569081429,7.26643001520329,-34.3815674024137,162.500526199669
1960,19.59,45.217,2.31975133297223,2.22704608335015,-178.657378693796,139.801369258597,-0.311685541750926,0.595626209384675,8.14154496585325,7.27350563926191,-34.4093807026641,162.525328657688
1961,19.6,45.227,2.33170027358612,2.20637685563505,-178.664110626517,139.844565340511,-0.303662508516647,0.519173279778933,8.16310249609125,7.26037595612892,-34.4125646024211,162.54207168687
1962,19.61,45.237,2.35651095886999,2.19156591925724,-178.627565441729,139.827610166356,-0.334841543556189,0.57658587853624,8.16304926968051,7.24337073589839,-34.4106300611777,162.576322427836
1963,19.62,45.247,2.39490783926759,2.18816000612482,-178.585272750288,139.81451378491,-0.357774706485718,0.522501364939497,8.18750465840146,7.24741085045886,-34.3745698731294,162.564099190455
1964,19.63,45.257,2.42152605115223,2.18081417907503,-178.616987981035,139.796372038405,-0.34283849064965,0.46734534997974,8.2370584665763,7.24436613641351,-34.2451976785531,162.557638789955
1965,19.64,45.267,2.45975271676136,2.15637972702682,-178.57329231481,139.736015560667,-0.376961685458239,0.533770119113991,8.2319573661214,7.21380705697324,-34.2829157075218,162.586190941035
1966,19.65,45.277,2.4733548333376,2.13653194130058,-178.558857713276,139.73910736772,-0.395796412477749,0.569822280097209,8.25006887808609,7.20351149207946,-34.1975831067915,162.594931175007
1967,19.66,45.287,2.49239444813702,2.13598380443755,-178.55688718836,139.712523185466,-0.416748025372341,0.514981133925074,8.26465362061721,7.20595478512159,-34.1475378130339,162.592346440165
1968,19.67,45.297,2.52885597217637,2.12619839957844,-178.529973197059,139.685452388097,-0.448436646021077,0.526714487147669,8.31326183183722,7.21101064518199,-34.1409844396566,162.572767389018
1969,19.68,45.307,2.52604343339625,2.11750700175481,-178.522204011029,139.665464355998,-0.490181027852459,0.544662397538192,8.30765871687722,7.20922667968646,-34.1559600864452,162.574373235272
1970,19.69,45.317,2.55564592172765,2.10989491828844,-178.501912506593,139.628587954706,-0.534961926064901,0.532979566160785,8.33601128150835,7.19951522137612,-34.1595162093191,162.571573119601
1971,19.7,45.327,2.56268925891121,2.10711310604981,-178.499317927162,139.625352180545,-0.57275442231996,0.48421855793683,8.36230931860941,7.20419232215159,-34.1583048993231,162.55780914366
1972,19.71,45.337,2.57753731623373,2.10420408576096,-178.476441450433,139.591098240531,-0.634600740838002,0.534508837049594,8.38145450683221,7.20391305117354,-34.1298394807839,162.546680305588
1973,19.72,45.347,2.57127505834881,2.09350773785861,-178.477652877667,139.582609629297,-0.647713150762988,0.555852197052854,8.39106204445489,7.18744608925272,-34.1055171859319,162.551765458087
1974,19.73,45.357,2.57696846520718,2.09489098532978,-178.460342187147,139.564795877763,-0.682377305695758,0.63161457373619,8.39506147876682,7.18526981003821,-34.0643886409689,162.554925574346
1975,19.74,45.367,2.59063984731211,2.09162268077258,-178.458997936612,139.558779586743,-0.674950337537576,0.592969444065294,8.42203665578218,7.18513580702476,-33.9898657855442,162.560966488244
1976,19.75,45.377,2.5941120059606,2.08910290103572,-178.464698970802,139.564150872336,-0.674998814210951,0.568553873717396,8.44960128906705,7.18082840210074,-33.9243813908656,162.553814432877
1977,19.76,45.387,2.5808613399866,2.0918365014344,-178.438914189285,139.594023935106,-0.688777803996379,0.553962936922107,8.44345987081788,7.18892469842023,-33.9043105689998,162.561071690991
1978,19.77,45.397,2.58110428247727,2.08986916611757,-178.452623183066,139.569088902057,-0.667406208644305,0.55545759332043,8.46665790630475,7.18357460642697,-33.8536187012089,162.570264267052
1979,19.78,45.407,2.58256813385721,2.09678794751378,-178.431826257486,139.564102505096,-0.666525975413514,0.532807678057614,8.47106954222103,7.18833869120644,-33.8392677218073,162.583392893066
1980,19.79,45.417,2.57721039675504,2.09590163078131,-178.450246554796,139.522454425629,-0.647749299110566,0.559650803461748,8.50450753796595,7.18887484593158,-33.8027176457832,162.571145979183
1981,19.8,45.427,2.57848057787775,2.10684930548686,-178.424405120497,139.501185145178,-0.664137358756418,0.555396534701466,8.49780145143244,7.18851051730793,-33.8452691315312,162.595726440397
1982,19.81,45.437,2.55133309111689,2.08783209031626,-178.423353234985,139.498843825718,-0.654783120312777,0.537207788620706,8.4895302599337,7.16943064693016,-33.8640160006929,162.588470240486
1983,19.82,45.447,2.56014686924615,2.10010139337863,-178.424209940372,139.436480720754,-0.668734221926005,0.545988910191298,8.52584120601628,7.17530988361726,-33.8583222491617,162.710381550859
1984,19.83,45.457,2.54113061117704,2.11057831897675,-178.396012899112,139.390309801186,-0.711238568980745,0.567557884057235,8.47600407563234,7.16327381020229,-33.9402346926148,162.741581757484
1985,19.84,45.467,2.52231992115998,2.11159638929074,-178.403503676473,139.3015819298,-0.728904324618944,0.561013637408872,8.48719886051723,7.16660457956248,-33.9333661301608,162.7531911598
1986,19.85,45.477,2.50326527688587,2.10401259531033,-178.380642880828,139.194681294546,-0.759274249394706,0.629394095999792,8.45771583956907,7.15920949932953,-33.8918913524764,162.717804891847
1987,19.86,45.487,2.50802724269529,2.11081167835099,-178.390361260637,139.054658069499,-0.767246185849668,0.65862612526063,8.48148596299971,7.15857177309317,-33.8176951042475,162.744842104119
1988,19.87,45.497,2.49430558869184,2.1162685916783,-178.384821886009,138.936553308636,-0.791580618671606,0.668889162420689,8.46640445771745,7.1656306598539,-33.8867546946619,162.755594564239
1989,19.88,45.507,2.48624901041461,2.10072869702495,-178.372092004019,138.785077161636,-0.798353311158236,0.667076432997446,8.45146796959261,7.14433109815588,-33.8751411074668,162.760272652917
1990,19.89,45.517,2.4695321737632,2.11327190162716,-178.377125392297,138.637419581959,-0.81273285615462,0.639837206507541,8.434510119052,7.1482277127744,-33.9002098672825,162.734492903363
1991,19.9,45.527,2.43358271906974,2.12283044214542,-178.377761701676,138.461580958073,-0.825871110436463,0.685095238758253,8.38126310098261,7.14683427929083,-33.9689082174608,162.751111925244
1992,19.91,45.537,2.41453857855649,2.12736201989065,-178.351339932789,138.227133016024,-0.849543929094088,0.689127782388811,8.32646747434996,7.13759763375896,-34.0486849440108,162.773509002074
1993,19.92,45.547,2.37692218087536,2.12741843434287,-178.381868281196,138.006332759253,-0.828566489150655,0.62524975220113,8.30624970806128,7.13486461748057,-34.0391137657846,162.690732930875
1994,19.93,45.557,2.34951036197297,2.13958523979411,-178.350840139046,137.77631353922,-0.831925707211336,0.52841645343637,8.21648790147257,7.11794319108199,-34.2205318004192,162.713841560812
1995,19.94,45.567,2.31205341817881,2.14795160489385,-178.368910483847,137.499715670953,-0.84249491086002,0.526844236596878,8.18519868740714,7.12649839385603,-34.1779424147931,162.658077528074
1996,19.95,45.577,2.26947727094884,2.14275409113849,-178.363737305356,137.202937231667,-0.82894885590632,0.459155032996328,8.13118972945591,7.10767399389448,-34.2160164296057,162.614819444651
1997,19.96,45.587,2.23938537113636,2.14063889664069,-178.360919718366,136.892406085286,-0.82493209237826,0.373950814243308,8.07254360264838,7.08599415563365,-34.2157466671647,162.61658545973
1998,19.97,45.597,2.22561254854964,2.14693375842245,-178.35769891531,136.547492224194,-0.790873200899966,0.253865348396517,8.04689408742393,7.09404732238379,-34.1653565814799,162.580775990514
1999,19.98,45.607,2.20093607913302,2.14527145003761,-178.379328255741,136.159682351455,-0.77800430238144,0.252896378510548,8.02594729779919,7.0896638135282,-34.2007716384996,162.564214579974
2000,19.99,45.617,2.17064638435864,2.13277655641341,-178.393564364126,135.758501409718,-0.792488303755122,0.257250047349001,7.9827018453328,7.0697959160295,-34.1999389965345,162.541545862941
2001,20,45.627,2.15366788795255,2.13615277114261,-178.388607703713,135.349927082206,-0.802521175143725,0.148641907237215,7.95030559062852,7.07476304454705,-34.1882662540759,162.515571837044
2002,20.01,45.637,2.10873189054029,2.11792158797535,-178.395987111957,134.932936206261,-0.77650291893507,0.0707864354241065,7.90033402173676,7.0647281931856,-34.2300817706964,162.498742797346
2003,20.02,45.647,2.0829072848801,2.12696900113134,-178.391145391695,134.475743092834,-0.779484842228747,0.0276254928657318,7.85929801736851,7.07587287351686,-34.3199247833094,162.472208797826
2004,20.03,45.657,2.05429996093466,2.12558417517561,-178.388019585002,133.977107880064,-0.817667815099045,0.0283512289296448,7.80575869178053,7.06766340846368,-34.3995840062583,162.485725130976
2005,20.04,45.667,2.0152594274783,2.11066016555856,-178.401540461658,133.469851524022,-0.804373037211924,0.0225507899146838,7.76395667872812,7.05480696189117,-34.4475595735037,162.467662774304
2006,20.05,45.677,2.0221003823395,2.10606223600405,-178.385772809372,132.950357091127,-0.783803001207375,-0.0826330908993318,7.73121070841737,7.04480640730012,-34.470612498931,162.495555303986
2007,20.06,45.687,2.00035072788916,2.10254390880349,-178.411494607571,132.377347981691,-0.773388973821696,-0.0464331896279945,7.72235363871501,7.04169693088116,-34.5103410994083,162.469087642088
2008,20.07,45.697,1.9813743923656,2.10156178537354,-178.430648855189,131.830941525802,-0.759946453980721,-0.167830912543835,7.67821838018941,7.02961024690328,-34.5504251599723,162.496766413485
2009,20.08,45.707,1.98491386059388,2.09914896804523,-178.432012532814,131.216524501031,-0.730196161853389,-0.246647555880783,7.65521715599822,7.02944225581568,-34.5576623059977,162.499731514677
2010,20.09,45.717,1.97990804371265,2.09008171558775,-178.44328905113,130.571654983214,-0.732801959697167,-0.204863417725532,7.62543607546416,7.01957378082147,-34.601058753336,162.501822325617
2011,20.1,45.727,1.94498853719929,2.07103001094753,-178.475146128058,129.981125652591,-0.689523124,-0.255858420001486,7.5783441983761,6.9913068884389,-34.6586204386523,162.488968428124
2012,20.11,45.737,1.93131793880589,2.067076774607,-178.468988178915,129.375778102821,-0.649670314455924,-0.400094508523257,7.51336169857818,6.98475810341959,-34.7164194243679,162.499614898164
2013,20.12,45.747,1.9044239592594,2.06517961999701,-178.47382911863,128.738509588709,-0.633162166075878,-0.407538982109144,7.45501388009294,6.97903588046905,-34.788418640008,162.503339528753
2014,20.13,45.757,1.90185283936028,2.05766848163087,-178.482380537526,128.050919378072,-0.625327778997027,-0.376605591103742,7.41020820917852,6.95536027446219,-34.8202294495113,162.520721257288
2015,20.14,45.767,1.89855610372383,2.05957914702532,-178.508977968731,127.406368486524,-0.580277683827159,-0.544055702019578,7.39369653196322,6.97210834936338,-34.7770721442747,162.471639940842
2016,20.15,45.777,1.86430262454519,2.04083545589115,-178.496230714798,126.742036298984,-0.590366532867107,-0.490744581785793,7.3161898225883,6.94945255273382,-34.8931725905028,162.463731129941
2017,20.16,45.787,1.82939054981784,2.03526276304737,-178.488525069085,126.085805016255,-0.633872944805625,-0.464337957758271,7.24461245788967,6.9410032935963,-34.9347954268749,162.451241770037
2018,20.17,45.797,1.78697879989278,2.01968281933939,-178.485683321953,125.448069952224,-0.612329372252505,-0.597893781069306,7.15964620090667,6.93197519784033,-35.0304734472443,162.456807173513
2019,20.18,45.807,1.78368918241111,2.00811603468938,-178.473076847979,124.706984598466,-0.614532495983111,-0.603329181148942,7.11912741627799,6.9177216877386,-35.0687401506109,162.468160267452
2020,20.19,45.817,1.76890619582079,1.9989646945797,-178.472533914303,123.979666953122,-0.668829101831941,-0.57323327301298,7.04540866513453,6.90144214426568,-35.1576381702067,162.489640949422
2021,20.2,45.827,1.72640471701774,1.96984391901482,-178.478132890722,123.30423075221,-0.648095510112087,-0.694031532593102,6.95773244643428,6.88134036207664,-35.2155324414888,162.516703006307
2022,20.21,45.837,1.70934520949019,1.97065105348434,-178.475068325428,122.540630194848,-0.67258715867939,-0.668164499704512,6.87543041014746,6.8627944802018,-35.3161151387948,162.55323989178
2023,20.22,45.847,1.69902513081372,1.9550085927879,-178.492326953619,121.770075850644,-0.736586170816236,-0.701238811028467,6.829735088296,6.85603193994214,-35.2926544629662,162.545297419771
2024,20.23,45.857,1.71548262213471,1.94537141108929,-178.513655112568,121.030917787632,-0.752538707308661,-0.875959495310577,6.81428473209171,6.83906217626231,-35.3153693764873,162.550826725923
2025,20.24,45.867,1.72717677662666,1.93713869283355,-178.520468853376,120.248441712004,-0.788536574953633,-0.775526043959597,6.77761407689922,6.82748636396246,-35.3306565794889,162.549342999524
2026,20.25,45.877,1.71784799187804,1.93108618627581,-178.553221557035,119.570290517903,-0.775294577846528,-0.98841593876072,6.7290239487475,6.81403709920151,-35.3468611174192,162.567122224465
2027,20.26,45.887,1.71424921244775,1.91600305824556,-178.566509245928,118.8419049125,-0.834015680942073,-0.972798147756752,6.67399589470057,6.80685019962758,-35.3515196181121,162.568348536519
2028,20.27,45.897,1.72522829267913,1.883775806038,-178.574579209383,118.130629084978,-0.871432086766585,-1.03913358458966,6.64388258109557,6.77878636620744,-35.4094285579331,162.584118600987
2029,20.28,45.907,1.75776757134961,1.86062491689375,-178.593225812432,117.423808972838,-0.854803546493939,-1.10193413942262,6.6417188784653,6.76286313587729,-35.457353454335,162.591086228675
2030,20.29,45.917,1.76773364075499,1.84249645149104,-178.594292443649,116.684403201787,-0.916922651024879,-1.07846563006792,6.62581772013778,6.77150860763389,-35.5243001002047,162.582182863778
2031,20.3,45.927,1.80066097651909,1.83064242169557,-178.578235345088,115.927918532629,-0.986587960431026,-1.04994542790703,6.58519573286419,6.7549363057616,-35.6991739077657,162.623759058072
2032,20.31,45.937,1.81272775107792,1.81086155269078,-178.594826474279,115.273312539314,-0.99778976755597,-1.17352682798012,6.55810453818435,6.73746100542653,-35.6884359349447,162.638926701151
2033,20.32,45.947,1.85768879411169,1.79439952720477,-178.624920545751,114.606940148217,-0.98865060628703,-1.27809928533158,6.59087645791944,6.73796328066681,-35.7132353679903,162.622597653081
2034,20.33,45.957,1.90592039478663,1.79473391754257,-178.635649739216,113.931720211482,-1.00889978076056,-1.33720703938042,6.58908065148263,6.73840658395487,-35.7360197777667,162.642586676456
2035,20.34,45.967,1.91835268597125,1.77755565329768,-178.633846754926,113.322736441413,-1.02085628136731,-1.35159956490616,6.54031921924636,6.71340083437778,-35.7909427921812,162.682462585423
2036,20.35,45.977,1.96197913607512,1.76762560540186,-178.658735078522,112.700958927692,-1.016965555927,-1.33169756095059,6.56212994433258,6.71784164188428,-35.7539497103655,162.669633022082
2037,20.36,45.987,1.99330457662931,1.74384241366971,-178.680163886698,112.098248187094,-1.01903482324698,-1.36501383424867,6.56241218037265,6.70867686494086,-35.7634778802341,162.665994193415
2038,20.37,45.997,2.02813699473472,1.72027287624271,-178.697326408776,111.592999000782,-0.972961712499321,-1.57387333814979,6.55451444952853,6.6869317201399,-35.7586755326375,162.685116652716
2039,20.38,46.007,2.06273127292814,1.69116498846003,-178.694615178964,111.02162884684,-0.979501850982492,-1.62981680881614,6.53310023295971,6.66978782041686,-35.8121602753862,162.710848064271
2040,20.39,46.017,2.10864618242316,1.68396374736696,-178.694875993793,110.469777903857,-0.984580501685454,-1.66493736985631,6.53437780957585,6.66574117663102,-35.8007701470608,162.720476500589
2041,20.4,46.027,2.15703132733722,1.6529513263677,-178.697672646213,109.91556643952,-1.0180491110067,-1.6737492569061,6.53521278751287,6.63644080323105,-35.8383151251986,162.748363846222
2042,20.41,46.037,2.19252584919993,1.64400347365234,-178.709065583089,109.358049143336,-1.01365042668189,-1.73719563045021,6.52717160440445,6.62942648258078,-35.8500137864421,162.749838788386
2043,20.42,46.047,2.22042525742348,1.63019299486818,-178.689283193814,108.85296266166,-1.03267980880906,-1.79985465041992,6.47125682069924,6.61238253356921,-35.9568277481684,162.815062320492
2044,20.43,46.057,2.25741099329669,1.61236692679139,-178.700538567669,108.335552954922,-0.99323928482034,-1.77538274945937,6.47966722715031,6.60329426688283,-35.9710392612385,162.806546749739
2045,20.44,46.067,2.3252134431758,1.61443850017352,-178.681532486303,107.799923092894,-1.02288293710976,-1.87657698615366,6.47424112022843,6.60339820497933,-36.025656578285,162.848248947091
2046,20.45,46.077,2.36630432969089,1.58622119147409,-178.683853162548,107.323018516138,-1.00816345987299,-1.84623367896037,6.45812274590943,6.58525486113126,-36.0423824019824,162.868556894872
2047,20.46,46.087,2.41301542228248,1.56488952657318,-178.688355294909,106.844286641731,-1.00318598761134,-1.82856491610609,6.45659840625792,6.56731437665373,-36.0689245881696,162.899183523051
2048,20.47,46.097,2.46084720733421,1.54946542666492,-178.672033446247,106.355747100459,-0.98524864011702,-1.88640238472467,6.4296678454499,6.55380189760962,-36.090111641138,162.941856264499
2049,20.48,46.107,2.51501323661144,1.54473032487201,-178.672680310668,105.861198944922,-0.965081438273928,-1.90011118152668,6.44247909489993,6.55676486046219,-36.1192523826541,162.96386942721
2050,20.49,46.117,2.55675078945085,1.53298893372597,-178.669372191892,105.38345663223,-0.915669521957531,-1.9549147499251,6.42854192996323,6.5496522565446,-36.1435880509734,162.994193746683
2051,20.5,46.127,2.61486893006603,1.51860545775764,-178.665163627982,104.913969603071,-0.87057064057809,-1.92554379694025,6.42637701767183,6.53477128549914,-36.1369294817176,163.033644205527
2052,20.51,46.137,2.65981435068195,1.50875617328027,-178.639995513918,104.466379740178,-0.853014834054116,-1.94036837519993,6.41401444713372,6.54029642401912,-36.2070124717262,163.068105148536
2053,20.52,46.147,2.68642570750864,1.50817519114995,-178.65820804296,104.02573572156,-0.801520080109181,-2.03981278129131,6.38566950162053,6.54310717378083,-36.2480891257481,163.105916259427
2054,20.53,46.157,2.71297704865838,1.49793189689741,-178.629879573348,103.659384154249,-0.805984051610499,-2.00537118849263,6.34435662843481,6.52669189286091,-36.2773690193054,163.143131305677
2055,20.54,46.167,2.75832752837577,1.49861669698674,-178.626745974309,103.271061570408,-0.768336282792649,-1.99696170848687,6.35387294257239,6.54132865292653,-36.3299649492705,163.146558687003
2056,20.55,46.177,2.78378337326901,1.48682328483207,-178.630973457498,102.893192835268,-0.737938276582086,-1.99903801469106,6.33854881752796,6.52392663154105,-36.3384275800277,163.159478514463
2057,20.56,46.187,2.83023005492344,1.47348011189682,-178.63391975169,102.542641714437,-0.674995488640615,-2.0166875307519,6.34892577111476,6.51192439848026,-36.316503912453,163.172060664748
