Person_ID,Window_ID,Neck_alpha_2D,Neck_beta_2D,Neck_gamma_2D,Torso_alpha_2D,Torso_beta_2D,Torso_gamma_2D,Right_elbow_2D,Left_elbow_2D,Right_Knee_2D,Left_knee_2D,Right_shoulder_alpha_2D,Right_shoulder_beta_2D,Right_shoulder_gamma_2D,Right_shoulder_elevation_2D,Left_shoulder_alpha_2D,Left_shoulder_beta_2D,Left_shoulder_gamma_2D,Left_shoulder_elevation_2D,Neck_alpha_3D,Neck_beta_3D,Neck_gamma_3D,Torso_alpha_3D,Torso_beta_3D,Torso_gamma_3D,Right_elbow_3D,Left_elbow_3D,Right_Knee_3D,Left_knee_3D,Right_shoulder_alpha_3D,Right_shoulder_beta_3D,Right_shoulder_gamma_3D,Right_shoulder_elevation_3D,Left_shoulder_alpha_3D,Left_shoulder_beta_3D,Left_shoulder_gamma_3D,Left_shoulder_elevation_3D,Table_A_2D,Table_B_2D,Table_C_2D,Table_A_3D,Table_B_3D,Table_C_3D,REBA_2D,REBA_3D,Error
10,22,0.0,-25.2,77.15,0.0,-25.2,98.6,35.92,6.26,64.66,52.41,0.0,25.2,24.41,-34.73,0.0,25.2,382.6,19.34,-12.69,43.25,-112.55,62.13,-25.57,36.69,35.92,6.26,64.66,52.41,55.69,30.66,27.02,-34.73,72.5,-8.13,-335.2,19.34,5.0,2.0,4.0,9.0,5.0,10.0,1,2.0,-1.0
10,23,0.0,0.42,100.87,0.0,0.42,-20.6,6.15,11.02,0.5,17.87,0.0,-0.42,6.04,5.59,0.0,-0.42,-7.59,3.47,2.36,-24.47,76.18,11.75,3.21,-5.37,6.15,11.02,0.5,17.87,8.42,-7.05,0.05,5.59,0.29,2.2,0.22,3.47,2.0,2.0,2.0,4.0,2.0,4.0,0,1.0,-1.0
10,24,0.0,0.0,0.0,0.0,4.25,100.73,36.17,40.82,134.95,97.3,-98.38,-4.25,-306.92,42.04,-105.47,-4.25,61.02,-20.06,0.0,0.0,0.0,18.11,9.7,64.52,36.17,40.82,134.95,97.3,-26.13,66.7,16.6,42.04,7.27,30.16,-355.96,-20.06,3.0,4.0,3.0,4.0,4.0,4.0,0,1.0,-1.0
10,25,0.0,-19.47,97.27,0.0,-19.47,71.32,77.87,25.14,23.32,21.47,0.0,19.47,42.04,-5.4,0.0,19.47,-32.55,8.75,20.41,-26.89,111.14,-0.93,13.5,-13.76,77.87,25.14,23.32,21.47,-6.11,9.98,-1.0,-5.4,8.89,1.83,-0.43,8.75,4.0,2.0,4.0,6.0,2.0,6.0,1,1.0,0.0
10,26,0.0,0.0,0.0,0.0,-0.77,100.29,0.0,17.51,29.3,5.09,0.0,0.0,0.0,-6.6,-157.24,0.77,282.03,8.89,0.0,0.0,0.0,21.63,-2.92,99.58,0.0,17.51,29.3,5.09,0.0,0.0,0.0,-6.6,19.41,2.59,-358.67,8.89,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
10,27,37.25,-33.54,60.57,0.0,-33.54,124.54,36.56,10.46,24.73,26.48,-60.28,33.54,5.0,-68.76,-45.11,33.54,360.23,41.09,-40.07,26.01,-143.51,58.2,-12.7,69.61,36.56,10.46,24.73,26.48,4.97,16.84,8.17,-68.76,59.68,21.28,-280.89,41.09,5.0,4.0,5.0,,2.0,,1,,
10,28,0.0,-6.06,-44.65,0.0,-6.06,-2.75,5.31,13.89,3.75,4.17,0.0,6.06,-16.79,-19.85,0.0,6.06,14.39,14.47,-11.17,-7.34,-38.71,-34.48,-3.56,19.71,5.31,13.89,3.75,4.17,-12.48,-2.17,-4.35,-19.85,-51.28,-16.04,-17.23,14.47,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
10,29,0.0,-4.03,-59.44,0.0,-4.03,9.66,3.74,7.18,4.54,2.2,0.0,4.03,-15.89,-0.02,0.0,4.03,19.63,2.11,16.6,6.95,-32.44,1.15,1.8,16.99,3.74,7.18,4.54,2.2,4.09,1.44,0.14,-0.02,-2.2,-2.96,-0.37,2.11,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
10,30,0.0,-3.0,-46.98,0.0,-3.0,20.53,1.43,10.99,4.2,0.53,0.0,3.0,-3.73,2.22,0.0,3.0,7.35,3.79,18.14,5.27,-26.55,1.14,0.9,19.34,1.43,10.99,4.2,0.53,6.46,2.61,0.21,2.22,-7.11,-5.63,-0.47,3.79,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
10,31,0.0,-17.88,109.92,0.0,-17.88,43.87,12.22,33.91,0.27,25.56,0.0,17.88,8.86,-9.78,0.0,17.88,11.31,11.97,-26.68,31.5,179.41,-7.51,9.31,30.83,12.22,33.91,0.27,25.56,16.31,2.55,3.33,-9.78,-4.65,16.97,-4.89,11.97,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
11,1,0.0,0.12,2.31,0.0,0.12,-1.93,2.77,0.98,1.35,0.31,0.0,-0.12,2.23,0.25,0.0,-0.12,-1.62,-0.66,-1.33,1.5,-0.48,0.03,0.37,0.15,2.77,0.98,1.35,0.31,-2.19,0.15,0.26,0.25,-0.08,0.63,0.11,-0.66,1.0,2.0,1.0,1.0,2.0,1.0,0,0.0,0.0
11,2,0.0,0.16,5.45,0.0,0.16,-4.23,2.16,1.34,0.07,0.66,0.0,-0.16,2.49,-0.19,0.0,-0.16,-4.18,0.84,0.3,-1.83,-0.58,0.63,-0.66,-0.38,2.16,1.34,0.07,0.66,-1.38,-0.78,-0.05,-0.19,1.43,-0.64,-0.21,0.84,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
11,3,0.0,-0.28,-7.77,0.0,-0.28,6.16,4.93,0.36,1.28,0.97,0.0,0.28,-4.72,-0.06,0.0,0.28,5.79,-0.17,1.03,0.33,1.06,-0.66,0.29,0.23,4.93,0.36,1.28,0.97,3.57,0.63,-0.21,-0.06,-1.35,0.01,0.09,-0.17,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
11,4,0.0,-0.44,-7.71,0.0,-0.44,2.77,5.22,1.78,0.16,3.45,0.0,0.44,-1.48,-0.56,0.0,0.44,3.82,0.51,0.14,0.05,10.99,-0.47,-0.09,0.71,5.22,1.78,0.16,3.45,6.41,0.6,-0.46,-0.56,0.54,0.79,-0.15,0.51,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
11,5,0.0,-5.99,152.42,0.0,-5.99,58.32,5.57,5.57,2.04,5.09,0.0,5.99,45.64,-6.43,0.0,5.99,-51.14,-2.37,-2.33,41.79,-57.66,9.73,1.35,28.65,5.57,5.57,2.04,5.09,12.21,0.58,-0.78,-6.43,15.25,-7.86,359.14,-2.37,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
11,6,0.0,-1.48,-171.43,0.0,-1.48,-47.88,6.25,23.24,5.52,6.3,0.0,1.48,18.34,-16.44,0.0,1.48,386.08,17.61,-22.17,-9.94,-108.52,-8.27,-13.58,14.83,6.25,23.24,5.52,6.3,-9.8,-17.32,-6.13,-16.44,-8.58,-21.39,354.1,17.61,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
11,7,0.58,66.11,89.19,0.0,66.11,-168.58,5.63,0.48,9.18,6.16,-5.95,-66.11,-326.59,-11.92,-7.28,-66.11,12.75,8.8,-21.67,18.06,62.02,72.7,76.73,-94.89,5.63,0.48,9.18,6.16,170.56,-55.42,7.68,-11.92,124.14,-74.4,12.44,8.8,2.0,2.0,2.0,,7.0,,0,,
11,8,26.64,-4.84,132.08,0.0,-4.84,-62.72,5.91,9.5,3.32,0.21,50.7,4.84,11.24,-8.63,-51.83,4.84,356.82,3.55,-0.14,52.0,-85.45,12.93,-9.07,43.63,5.91,9.5,3.32,0.21,11.24,-5.25,-0.87,-8.63,26.05,-19.94,-0.17,3.55,3.0,5.0,4.0,4.0,2.0,4.0,1,1.0,0.0
11,9,0.0,6.03,146.96,0.0,6.03,-38.2,15.58,13.96,10.65,8.05,0.0,-6.03,32.81,-2.15,0.0,-6.03,-38.75,0.63,5.19,-22.02,-146.68,16.68,-4.58,-7.27,15.58,13.96,10.65,8.05,4.78,2.91,-0.5,-2.15,15.09,-9.55,359.11,0.63,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
11,10,0.0,24.23,82.42,0.0,24.23,-153.6,17.04,6.6,16.04,3.29,0.0,-24.23,-350.85,24.77,0.0,-24.23,15.13,-43.58,-23.57,-11.1,105.31,-264.88,78.37,-31.72,17.04,6.6,16.04,3.29,99.91,-22.93,-46.61,24.77,114.17,-22.25,320.07,-43.58,3.0,2.0,3.0,4.0,7.0,7.0,0,2.0,-2.0
11,11,26.08,-8.93,129.19,0.0,-8.93,-73.02,51.35,0.95,5.18,2.52,51.19,8.93,-355.0,-19.33,-50.19,8.93,346.06,16.47,-14.56,51.67,-54.98,20.89,-25.6,49.53,51.35,0.95,5.18,2.52,-9.61,20.71,-6.75,-19.33,48.55,-26.42,7.48,16.47,3.0,5.0,4.0,6.0,2.0,6.0,1,1.0,0.0
11,12,0.0,8.13,150.65,0.0,8.13,53.67,34.54,11.44,11.79,8.4,0.0,-8.13,39.52,6.33,0.0,-8.13,-46.38,-12.78,0.34,-31.56,-169.6,2.62,1.95,-23.5,34.54,11.44,11.79,8.4,-2.49,5.1,2.91,6.33,-4.6,2.44,3.32,-12.78,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
11,13,9.56,22.22,-110.0,0.0,22.22,-141.15,4.84,39.92,18.7,0.34,-32.08,-22.22,-333.94,25.85,37.15,-22.22,-2.93,-20.49,-22.04,-18.08,79.39,45.32,70.56,-72.12,4.84,39.92,18.7,0.34,94.43,-17.16,-29.71,25.85,74.88,14.33,336.04,-20.49,3.0,4.0,3.0,5.0,7.0,8.0,0,2.0,-2.0
11,14,28.06,-6.08,-111.71,0.0,-6.08,100.51,51.1,4.66,1.34,2.2,-171.34,6.08,-77.36,-8.85,-152.91,6.08,265.99,26.08,-35.48,-1.92,10.48,26.44,-45.77,114.28,51.1,4.66,1.34,2.2,19.3,13.54,0.91,-8.85,61.23,19.48,13.79,26.08,3.0,4.0,3.0,5.0,2.0,4.0,0,1.0,-1.0
11,15,30.44,4.77,-178.63,0.0,4.77,78.89,25.29,11.23,2.61,4.48,-59.53,-4.77,-357.54,13.11,53.42,-4.77,-3.96,-16.67,21.99,-49.77,-176.52,10.09,11.52,-28.87,25.29,11.23,2.61,4.48,22.14,8.24,-4.04,13.11,-1.88,11.32,4.12,-16.67,3.0,4.0,3.0,4.0,4.0,4.0,0,1.0,-1.0
11,16,16.72,14.47,68.39,0.0,14.47,-144.42,10.89,18.29,15.18,0.21,64.77,-14.47,-329.86,31.09,42.17,-14.47,-14.69,-32.27,-15.96,-18.42,84.61,9.82,70.26,-99.66,10.89,18.29,15.18,0.21,79.6,-2.67,-36.1,31.09,56.31,31.7,334.83,-32.27,1.0,5.0,3.0,4.0,5.0,5.0,0,1.0,-1.0
11,17,0.0,0.0,0.0,0.0,-7.42,87.83,29.22,10.76,16.47,2.32,-115.33,7.42,-43.86,-11.24,-113.67,7.42,305.49,9.09,0.0,0.0,0.0,16.92,-7.57,49.92,29.22,10.76,16.47,2.32,37.81,-3.74,2.1,-11.24,31.6,-19.85,1.28,9.09,1.0,4.0,2.0,2.0,4.0,3.0,0,0.0,0.0
11,18,0.0,-7.1,-171.71,0.0,-7.1,-58.31,56.3,37.34,2.41,16.05,0.0,7.1,58.19,-18.31,0.0,7.1,387.4,16.96,-10.17,16.32,-123.4,17.02,-16.57,27.79,56.3,37.34,2.41,16.05,63.42,31.02,11.73,-18.31,37.6,-22.59,4.97,16.96,2.0,2.0,2.0,,5.0,,0,,
11,19,0.0,0.0,0.0,0.0,1.95,126.75,31.95,105.25,8.04,7.25,-69.89,-1.95,-327.56,41.86,57.83,-1.95,348.56,-48.87,0.0,0.0,0.0,30.25,58.76,47.89,31.95,105.25,8.04,7.25,-16.04,59.92,27.9,41.86,-5.08,-34.57,89.23,-48.87,1.0,4.0,2.0,2.0,2.0,2.0,0,0.0,0.0
11,20,0.0,7.45,150.94,0.0,7.45,96.24,19.09,26.75,0.8,3.93,0.0,-7.45,-351.61,72.39,0.0,-7.45,-25.0,-39.59,-9.46,-45.66,93.42,39.92,68.9,-40.94,19.09,26.75,0.8,3.93,83.13,29.12,-52.1,72.39,37.87,45.99,338.96,-39.59,1.0,2.0,1.0,5.0,5.0,6.0,0,1.0,-1.0
11,21,0.0,3.75,152.21,0.0,3.75,-78.26,0.4,6.49,3.03,5.45,0.0,-3.75,3.55,-20.64,0.0,-3.75,376.44,16.77,5.83,52.16,-49.72,40.07,-31.38,14.62,0.4,6.49,3.03,5.45,25.17,-43.41,3.39,-20.64,49.24,-38.41,8.17,16.77,2.0,2.0,2.0,6.0,4.0,7.0,0,2.0,-2.0
11,22,0.0,4.6,167.72,0.0,4.6,-39.36,19.93,28.27,28.68,81.65,0.0,-4.6,33.28,1.13,0.0,-4.6,-25.77,-2.58,17.68,-44.98,-162.02,17.73,5.7,-26.3,19.93,28.27,28.68,81.65,9.76,-4.59,-0.49,1.13,15.25,9.96,358.99,-2.58,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
11,23,0.0,0.0,0.0,0.0,2.96,79.38,17.7,13.84,15.05,9.04,0.0,-2.96,-361.08,58.57,0.0,-2.96,30.98,-40.9,0.0,0.0,0.0,60.94,63.87,-17.61,17.7,13.84,15.05,9.04,59.78,21.54,-39.99,58.57,94.08,30.54,302.91,-40.9,1.0,2.0,1.0,3.0,5.0,4.0,0,1.0,-1.0
11,24,0.0,0.0,0.0,0.0,-0.58,94.43,19.91,21.47,18.14,1.95,0.0,0.58,-357.92,45.01,0.0,0.58,48.24,-54.95,0.0,0.0,0.0,54.33,63.31,-12.87,19.91,21.47,18.14,1.95,55.33,33.67,-35.55,45.01,110.61,51.47,279.25,-54.95,1.0,2.0,1.0,3.0,5.0,4.0,0,1.0,-1.0
11,25,0.0,-7.78,147.02,0.0,-7.78,77.12,14.01,11.16,20.25,3.5,0.0,7.78,-381.94,18.48,0.0,7.78,2.2,-16.61,17.36,-24.41,140.82,18.48,35.41,-20.98,14.01,11.16,20.25,3.5,22.86,22.48,-4.46,18.48,28.28,35.95,353.0,-16.61,1.0,2.0,1.0,3.0,4.0,3.0,0,0.0,0.0
11,26,0.0,-0.92,-2.53,0.0,-0.92,20.93,8.83,17.41,13.42,11.42,0.0,0.92,7.6,-3.91,0.0,0.92,-7.69,-3.64,18.92,3.2,-7.72,6.75,1.53,-1.66,8.83,17.41,13.42,11.42,11.15,-2.04,-0.69,-3.91,-7.39,0.88,0.4,-3.64,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
11,27,0.0,1.09,-11.79,0.0,1.09,4.79,14.03,5.89,15.14,14.44,0.0,-1.09,-10.41,-1.85,0.0,-1.09,2.81,-1.94,19.99,-3.82,-1.35,7.46,-0.41,0.83,14.03,5.89,15.14,14.44,7.36,-5.34,-0.44,-1.85,0.58,-3.56,-0.03,-1.94,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
11,28,0.0,1.71,-9.44,0.0,1.71,4.85,24.03,14.6,17.34,14.52,0.0,-1.71,-8.29,-0.75,0.0,-1.71,2.33,-2.3,6.19,-4.95,6.61,-2.17,-1.23,-0.52,24.03,14.6,17.34,14.52,0.97,-2.54,0.12,-0.75,-2.49,-3.02,0.34,-2.3,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
11,29,60.9,-8.6,100.87,0.0,-8.6,86.06,25.59,7.11,5.06,1.76,106.35,8.6,-30.64,-10.63,-107.11,8.6,316.43,11.97,4.88,53.88,-99.16,12.57,-2.65,53.52,25.59,7.11,5.06,1.76,11.01,0.66,-1.01,-10.63,18.99,-10.8,-0.08,11.97,3.0,7.0,6.0,3.0,2.0,3.0,1,0.0,1.0
12,1,0.0,0.47,-22.19,0.0,0.47,8.78,1.8,3.44,4.29,2.01,0.0,-0.47,6.91,1.68,0.0,-0.47,-6.99,-1.66,4.06,-1.21,21.32,0.65,1.22,-1.27,1.8,3.44,4.29,2.01,-0.63,-0.83,-0.14,1.68,-1.02,0.48,0.22,-1.66,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
12,2,0.0,0.45,18.63,0.0,0.45,0.35,0.03,1.08,0.18,1.74,0.0,-0.45,1.81,-0.65,0.0,-0.45,-2.92,1.14,1.35,-5.08,-3.8,0.89,-1.42,-0.67,0.03,1.08,0.18,1.74,1.54,0.24,-0.03,-0.65,1.41,-1.06,-0.18,1.14,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
12,3,0.0,-0.92,3.56,0.0,-0.92,-9.13,1.83,2.36,4.11,0.27,0.0,0.92,-8.72,-1.03,0.0,0.92,9.91,0.51,-5.41,6.29,-17.53,-1.54,0.2,1.94,1.83,2.36,4.11,0.27,-0.91,0.58,0.17,-1.03,-0.39,0.58,-0.04,0.51,2.0,2.0,2.0,3.0,2.0,3.0,0,0.0,0.0
12,4,0.0,-2.77,11.75,0.0,-2.77,3.34,1.36,2.56,4.02,4.91,0.0,2.77,1.67,-2.5,0.0,2.77,-1.2,-0.51,-3.35,8.97,-16.69,-0.26,1.32,4.54,1.36,2.56,4.02,4.91,0.45,0.38,0.12,-2.5,-2.47,-0.05,0.08,-0.51,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
12,5,0.0,-3.74,14.17,0.0,-3.74,3.57,1.09,4.26,7.57,2.54,0.0,3.74,1.99,-3.82,0.0,3.74,-2.42,1.64,-8.16,5.78,-13.63,-2.29,1.01,5.32,1.09,4.26,7.57,2.54,-0.91,-0.47,0.39,-3.82,-4.1,-0.73,-0.03,1.64,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
12,6,25.97,5.68,-174.42,0.0,5.68,-82.0,21.77,6.29,1.12,1.51,-58.1,-5.68,-370.2,5.44,52.68,-5.68,366.54,-3.1,-27.19,-31.76,168.32,3.22,-0.82,-34.33,21.77,6.29,1.12,1.51,-5.33,9.1,0.39,5.44,-13.35,-5.66,2.89,-3.1,3.0,2.0,3.0,4.0,2.0,4.0,0,1.0,-1.0
12,7,0.0,0.0,0.0,0.0,14.12,-154.43,10.44,12.97,3.39,6.98,82.78,-14.12,-315.41,-24.08,77.24,-14.12,41.38,13.03,0.0,0.0,0.0,-4.05,62.94,-145.72,10.44,12.97,3.39,6.98,71.5,-27.74,17.24,-24.08,78.86,-33.84,14.41,13.03,1.0,5.0,3.0,2.0,5.0,4.0,0,1.0,-1.0
12,8,0.0,0.0,0.0,0.0,-0.52,-105.83,4.26,9.56,5.88,6.22,167.98,0.52,-273.83,-21.18,156.65,0.52,85.01,3.19,0.0,0.0,0.0,-4.16,62.4,147.36,4.26,9.56,5.88,6.22,-70.03,-59.76,10.02,-21.18,-13.43,-77.54,2.99,3.19,1.0,7.0,4.0,2.0,4.0,3.0,1,0.0,1.0
12,9,0.0,0.0,0.0,0.0,-0.09,138.02,18.9,20.27,2.99,7.36,-60.22,0.09,-329.15,35.4,57.31,0.09,47.74,-63.5,0.0,0.0,0.0,20.96,69.83,92.92,18.9,20.27,2.99,7.36,-86.62,11.85,52.6,35.4,-97.26,-39.09,51.99,-63.5,1.0,4.0,2.0,2.0,4.0,3.0,0,0.0,0.0
12,10,7.11,4.62,145.34,0.0,4.62,56.65,41.34,63.45,9.45,3.62,-8.94,-4.62,-393.21,11.5,7.27,-4.62,-19.17,-9.71,14.81,-7.76,158.41,4.0,9.66,-29.44,41.34,63.45,9.45,3.62,4.86,23.71,-2.59,11.5,-24.08,28.77,7.96,-9.71,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
12,11,0.0,0.0,0.0,0.0,-0.67,-80.35,84.86,65.18,3.99,5.13,43.9,0.67,-6.12,0.51,-42.66,0.67,371.98,7.3,0.0,0.0,0.0,8.55,-11.96,29.99,84.86,65.18,3.99,5.13,-2.05,-27.13,0.43,0.51,26.21,-2.25,358.81,7.3,1.0,2.0,1.0,2.0,1.0,1.0,0,0.0,0.0
12,12,0.0,0.0,0.0,0.0,-39.36,151.14,48.08,20.33,32.77,10.04,0.0,39.36,21.07,-8.61,0.0,39.36,351.55,15.09,0.0,0.0,0.0,85.56,-81.73,31.87,48.08,20.33,32.77,10.04,56.89,11.48,6.58,-8.61,104.04,39.89,9.45,15.09,3.0,2.0,3.0,6.0,5.0,8.0,0,2.0,-2.0
12,13,0.0,0.12,139.25,0.0,0.12,38.82,18.32,4.23,8.86,1.07,0.0,-0.12,37.11,0.83,0.0,-0.12,401.59,-4.31,-41.75,-1.14,172.32,0.1,3.02,-7.1,18.32,4.23,8.86,1.07,-5.09,0.27,0.41,0.83,10.73,-12.64,358.59,-4.31,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
12,14,0.0,0.0,0.0,0.0,2.37,-129.89,13.81,1.2,0.75,4.06,135.03,-2.37,-295.14,23.85,135.09,-2.37,67.43,-16.51,0.0,0.0,0.0,-8.89,15.35,-122.91,13.81,1.2,0.75,4.06,19.25,10.12,-10.86,23.85,44.96,-15.21,341.68,-16.51,1.0,7.0,4.0,2.0,2.0,2.0,1,0.0,1.0
12,15,0.0,0.0,0.0,0.0,2.04,-112.32,33.06,3.01,20.26,27.9,129.7,-2.04,-292.28,11.99,124.4,-2.04,71.36,-22.51,0.0,0.0,0.0,6.28,18.87,-95.87,33.06,3.01,20.26,27.9,21.37,31.46,-8.56,11.99,54.8,16.85,343.85,-22.51,2.0,7.0,5.0,3.0,4.0,3.0,1,0.0,1.0
12,16,0.0,7.78,160.51,0.0,7.78,83.85,21.69,0.0,90.33,81.55,0.0,-7.78,-379.1,44.1,0.0,0.0,0.0,-8.49,-51.32,-39.8,-166.75,20.09,37.7,-24.66,21.69,0.0,90.33,81.55,43.17,30.24,-32.48,44.1,0.0,0.0,0.0,-8.49,4.0,2.0,4.0,8.0,4.0,9.0,1,2.0,-1.0
12,17,0.0,-7.08,54.9,0.0,-7.08,-66.16,43.6,27.05,5.6,17.1,0.0,7.08,-409.89,-10.0,0.0,7.08,383.84,14.57,9.28,7.24,-45.72,-12.08,1.18,27.93,43.6,27.05,5.6,17.1,-10.94,7.35,0.12,-10.0,33.24,-17.88,2.98,14.57,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
12,18,0.0,0.0,0.0,0.0,-2.43,94.67,3.66,27.15,29.14,35.55,129.08,2.43,-69.84,21.42,-111.63,2.43,284.48,-16.78,0.0,0.0,0.0,12.87,-42.81,88.99,3.66,27.15,29.14,35.55,48.7,-4.32,-22.23,21.42,88.65,25.67,330.22,-16.78,2.0,7.0,5.0,4.0,5.0,5.0,1,1.0,0.0
12,19,64.89,0.19,96.65,0.0,0.19,80.81,10.35,31.47,36.39,29.36,136.27,-0.19,-72.54,52.56,-127.63,-0.19,285.86,-22.94,-3.22,35.2,-90.45,18.71,-53.92,65.44,10.35,31.47,36.39,29.36,41.97,-22.29,-48.19,52.56,66.64,0.56,323.21,-22.94,5.0,7.0,8.0,7.0,4.0,8.0,2,2.0,0.0
12,20,0.79,4.71,177.73,0.0,4.71,58.44,14.46,7.43,2.46,8.65,-68.06,-4.71,0.8,-4.37,56.81,-4.71,1.52,-8.13,-34.26,-19.85,146.93,0.43,-1.73,-15.86,14.46,7.43,2.46,8.65,-5.72,6.99,0.45,-4.37,-25.72,0.82,5.59,-8.13,1.0,4.0,2.0,4.0,2.0,4.0,0,1.0,-1.0
12,21,0.0,0.0,0.0,0.0,-4.31,-163.87,18.67,52.32,1.22,35.38,0.0,4.31,-336.76,65.47,0.0,4.31,46.01,-55.74,0.0,0.0,0.0,-216.94,81.36,-44.48,18.67,52.32,1.22,35.38,85.21,-79.82,-87.43,65.47,117.72,-58.14,290.11,-55.74,1.0,2.0,1.0,2.0,5.0,4.0,0,1.0,-1.0
12,22,0.0,-2.28,153.32,0.0,-2.28,22.06,36.52,48.75,37.63,11.03,0.0,2.28,22.04,0.99,0.0,2.28,-25.55,-6.94,-0.23,6.33,-148.95,-23.25,7.91,-3.78,36.52,48.75,37.63,11.03,-1.31,6.07,-0.27,0.99,24.21,-6.86,356.21,-6.94,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
12,23,25.09,-5.99,-90.99,0.0,-5.99,96.39,47.51,46.83,5.49,10.27,-144.28,5.99,-75.73,7.08,-135.42,5.99,285.31,-9.4,-29.07,4.05,-35.49,16.64,-32.56,134.51,47.51,46.83,5.49,10.27,36.13,55.9,-11.62,7.08,25.4,39.5,353.04,-9.4,3.0,4.0,3.0,6.0,4.0,7.0,0,2.0,-2.0
12,24,0.0,0.0,0.0,0.0,6.32,-93.83,19.62,38.05,8.01,3.44,122.79,-6.32,-48.27,24.93,98.34,-6.32,53.5,-13.99,0.0,0.0,0.0,1.2,-3.16,-46.47,19.62,38.05,8.01,3.44,-13.94,7.82,4.41,24.93,-13.76,31.85,7.84,-13.99,1.0,7.0,4.0,2.0,2.0,2.0,1,0.0,1.0
12,25,0.0,0.0,0.0,0.0,37.42,-185.16,6.73,13.61,23.13,14.96,0.0,-37.42,-341.16,-66.67,0.0,-37.42,17.54,45.13,0.0,0.0,0.0,51.86,85.76,-123.48,6.73,13.61,23.13,14.96,133.17,-66.66,128.33,-66.67,107.82,-60.23,68.13,45.13,2.0,2.0,2.0,4.0,7.0,7.0,0,2.0,-2.0
12,26,0.0,-5.75,159.68,0.0,-5.75,-38.62,9.09,49.2,7.39,6.77,0.0,5.75,13.65,-15.86,0.0,5.75,2.64,7.55,-41.96,32.89,-152.33,-22.62,2.1,16.2,9.09,49.2,7.39,6.77,-24.07,-9.09,-1.52,-15.86,-48.07,-5.18,353.99,7.55,1.0,2.0,1.0,4.0,4.0,4.0,0,1.0,-1.0
12,27,0.0,-5.65,176.93,0.0,-5.65,-96.52,1.89,28.45,9.32,16.7,0.0,5.65,22.12,-23.17,0.0,5.65,375.13,26.87,10.23,39.43,-112.56,54.84,-55.26,16.31,1.89,28.45,9.32,16.7,35.92,-14.34,13.98,-23.17,73.5,-4.62,18.61,26.87,1.0,2.0,1.0,5.0,4.0,5.0,0,1.0,-1.0
12,28,10.31,7.01,-164.68,0.0,7.01,-84.53,21.75,77.92,0.66,4.23,73.98,-7.01,-8.86,2.06,51.59,-7.01,11.42,-11.8,-6.38,-35.98,139.46,-1.97,-2.93,-17.32,21.75,77.92,0.66,4.23,-14.26,3.11,2.94,2.06,-54.27,6.0,13.52,-11.8,1.0,5.0,3.0,4.0,2.0,4.0,0,1.0,-1.0
12,29,0.0,-1.43,143.52,0.0,-1.43,104.46,26.96,22.49,3.1,7.72,0.0,1.43,-375.89,46.03,0.0,1.43,4.77,-32.64,17.78,-25.68,107.07,20.35,57.64,-42.62,26.96,22.49,3.1,7.72,43.43,34.32,-31.88,46.03,58.2,49.23,321.04,-32.64,1.0,2.0,1.0,4.0,4.0,4.0,0,1.0,-1.0
12,30,40.46,-7.86,109.65,0.0,-7.86,74.85,80.17,31.41,1.42,5.36,115.19,7.86,-304.82,-14.63,-126.75,7.86,304.39,19.76,-16.06,42.64,-86.68,11.5,-15.55,58.66,80.17,31.41,1.42,5.36,-35.84,3.03,-5.07,-14.63,25.65,-15.37,4.0,19.76,3.0,6.0,5.0,4.0,3.0,4.0,1,1.0,0.0
